格调绮园 || 11.2平米 || 1830元/月
阳光壹佰西园 || 126平米 || 3100元/月
烟台道(塘沽区) || 81.4平米 || 2500元/月
志成中里 || 39.6平米 || 1300元/月
心贻湾 || 113平米 || 2400元/月
京津星公馆 || 112.38平米 || 6500元/月
滨悦花园 || 114平米 || 2100元/月
宏城御溪园 || 105平米 || 3200元/月
团结东里 || 60平米 || 2300元/月
金庄大厦 || 135.61平米 || 6000元/月
富力津门湖云舒花园 || 91平米 || 4200元/月
世富嘉园 || 139平米 || 4000元/月
东海岸家园 || 96平米 || 2400元/月
卡梅尔天淳园 || 104.5平米 || 4000元/月
梅江康城 || 126.13平米 || 4000元/月
河东融科瀚棠 || 96平米 || 3200元/月
三合里 || 60.2平米 || 2400元/月
新城小区 || 63.7平米 || 2000元/月
融创融公馆 || 138平米 || 2800元/月
西园西里 || 26.97平米 || 1600元/月
华馨公寓 || 101.6平米 || 3500元/月
富力津门湖江湾广场 || 65平米 || 2900元/月
华纳豪园1期 || 305平米 || 13500元/月
富力津门湖观鹭花园 || 161平米 || 7000元/月
新民里 || 102平米 || 2500元/月
华润橡树湾 || 76.01平米 || 1800元/月
泰悦豪庭 || 165.03平米 || 9200元/月
金水里 || 134.6平米 || 2400元/月
浩天天娇源 || 173.36平米 || 9000元/月
景兴西里 || 39.56平米 || 1600元/月
引河里 || 39.72平米 || 900元/月
西青道楼 || 28.05平米 || 1300元/月
弘轩公寓 || 133.41平米 || 3300元/月
富力津门湖江湾广场 || 40.81平米 || 1600元/月
仁恒滨河湾 || 85.5平米 || 1600元/月
万全道 || 23.24平米 || 2400元/月
海汇名邸 || 66.29平米 || 4500元/月
宝龙城 || 112平米 || 1400元/月
阅湖苑 || 81.69平米 || 1800元/月
景福里 || 63平米 || 2350元/月
海河大观 || 57平米 || 3400元/月
存诚里 || 34.44平米 || 1800元/月
芳林泰达园 || 176平米 || 5500元/月
柏丽花园 || 78.59平米 || 3800元/月
澳光大厦 || 109.36平米 || 5000元/月
湯臣津湾一品 || 115.15平米 || 7500元/月
三义大厦 || 53平米 || 2500元/月
龙都花园 || 50平米 || 2100元/月
西湖里 || 55.9平米 || 2400元/月
裕德里 || 29.89平米 || 1900元/月
纳海嘉园 || 116平米 || 2600元/月
晶品轩 || 91.32平米 || 4300元/月
欣荣馨苑 || 48.68平米 || 2100元/月
林苑西里 || 37.62平米 || 1000元/月
华宁北里 || 114平米 || 3800元/月
平江北里 || 60平米 || 2600元/月
万科新城紫薇苑 || 147.59平米 || 4000元/月
东润名邸 || 114平米 || 3800元/月
福林里 || 52.16平米 || 2800元/月
城市名居 || 61.05平米 || 1750元/月
大地十二城枫桥园 || 83.6平米 || 2100元/月
怡康家园 || 106平米 || 2600元/月
卫华里 || 52.93平米 || 2600元/月
广田里 || 54平米 || 2400元/月
宏城御溪园 || 110平米 || 5000元/月
金海岸公寓 || 101平米 || 3600元/月
海河大观 || 57.7平米 || 2700元/月
凤园北里 || 55平米 || 2100元/月
中海御湖翰苑 || 47.79平米 || 2900元/月
富力津门湖景尚嘉郡 || 88.6平米 || 3800元/月
湛江路新村 || 71.54平米 || 2500元/月
天津全运村 || 144.47平米 || 4500元/月
新宜里 || 52.87平米 || 3200元/月
水木天成依湖园 || 92平米 || 2600元/月
东舍宅 || 53平米 || 2700元/月
和睦北里 || 60.05平米 || 2300元/月
光华里 || 62平米 || 1900元/月
远洋城 || 57平米 || 1400元/月
安德里 || 26.44平米 || 1300元/月
桃源观邸 || 100平米 || 1700元/月
宁夏路 || 20.3平米 || 2300元/月
滨海新城 || 107平米 || 3600元/月
社会山花园二区 || 89平米 || 2200元/月
欢庆楼 || 46.49平米 || 2600元/月
西湖里 || 40.58平米 || 2500元/月
中冶德贤公馆 || 75平米 || 3500元/月
港湾中心 || 149.26平米 || 6000元/月
重华里 || 52.91平米 || 2500元/月
中海寰宇天下 || 91平米 || 4800元/月
吉利花园 || 73.16平米 || 4000元/月
玉泉里 || 50.74平米 || 2100元/月
亚中花园 || 65.78平米 || 2600元/月
海河大观 || 74.78平米 || 3500元/月
卫国道 || 49.96平米 || 4000元/月
时代奥城 || 188平米 || 13000元/月
意境兰庭 || 86平米 || 2100元/月
天四里 || 40平米 || 1950元/月
雅境新枫尚 || 61.5平米 || 2700元/月
馨达园 || 146.33平米 || 5500元/月
水上温泉花园 || 106平米 || 2500元/月
芳水园 || 148平米 || 6000元/月
合众大厦 || 145平米 || 5500元/月
社会山Bigparty || 88.98平米 || 1000元/月
林枫花园 || 40平米 || 800元/月
子牙里 || 60平米 || 2300元/月
心贻湾 || 99.02平米 || 2500元/月
天卉公寓 || 99.16平米 || 3000元/月
云广新里 || 30.76平米 || 1600元/月
谊城公寓 || 97平米 || 2600元/月
科馨别墅 || 420平米 || 35000元/月
大地十二城枫桦园 || 87.68平米 || 2500元/月
美荷苑 || 125.82平米 || 4000元/月
景兴西里 || 24平米 || 1600元/月
福东北里 || 53.18平米 || 1600元/月
仁恒海河广场 || 90平米 || 6500元/月
恒华公寓 || 122.26平米 || 4600元/月
东舍宅 || 54平米 || 1750元/月
滨慧花园 || 118平米 || 1900元/月
麦迪逊 || 102.78平米 || 4200元/月
天意里 || 52.63平米 || 2500元/月
美林园 || 130平米 || 3000元/月
雅境新枫尚 || 61平米 || 2500元/月
万科新里程花园 || 86平米 || 2500元/月
瞰海轩 || 92平米 || 1300元/月
蔚蓝轩 || 78平米 || 3800元/月
前进新里 || 95.86平米 || 2000元/月
紫金山路 || 63平米 || 2500元/月
祥瑞家园 || 50平米 || 1750元/月
月荣轩 || 73平米 || 2500元/月
盈江里 || 43.8平米 || 1700元/月
万科金奥广场 || 43平米 || 3300元/月
草原楼 || 60平米 || 1800元/月
诚基经贸中心 || 59.47平米 || 2300元/月
丹霞里 || 39.5平米 || 1600元/月
富贵嘉园 || 87平米 || 2600元/月
靖江东里 || 75.9平米 || 2000元/月
远洋心里 || 80平米 || 2800元/月
梅宏园 || 58.8平米 || 1000元/月
贻成豪庭 || 49平米 || 2000元/月
翠湖温泉花园 || 173.78平米 || 6500元/月
凤翔里 || 27.64平米 || 1900元/月
紫云园 || 138.91平米 || 3600元/月
奥城公寓 || 34.62平米 || 3600元/月
华亭国际 || 88.91平米 || 2400元/月
奥城公寓 || 29.28平米 || 2000元/月
卫津路 || 34.32平米 || 2800元/月
友谊公寓 || 73平米 || 2500元/月
金融街融御-融景华庭 || 97.67平米 || 6800元/月
崇仁里 || 58平米 || 2800元/月
复地温莎堡红庭 || 318平米 || 18000元/月
庆有东里 || 34.59平米 || 2500元/月
瑞金里 || 30平米 || 1400元/月
阳光太阳城 || 157.58平米 || 3000元/月
金泉里 || 52平米 || 2400元/月
久仰里 || 34平米 || 1800元/月
锦园里 || 34.61平米 || 1200元/月
融科瀚棠 || 92平米 || 5500元/月
阳光壹佰北园 || 114平米 || 6600元/月
俊城橡树原 || 86平米 || 3800元/月
昆仑中心 || 82平米 || 4300元/月
新隆轩 || 500平米 || 45000元/月
裕阳大厦 || 103平米 || 3600元/月
晶采大厦 || 124.78平米 || 9800元/月
锦江南里 || 40.89平米 || 1400元/月
半岛豪庭天潇园 || 157平米 || 5500元/月
侯台花园 || 60.84平米 || 2400元/月
奥城公寓 || 247.91平米 || 16000元/月
中海八里臺 || 55平米 || 4900元/月
吉安里 || 36平米 || 1600元/月
富力津门湖清溪园 || 183平米 || 7500元/月
万科金域蓝湾 || 140平米 || 5500元/月
名仕达花园 || 169.25平米 || 7500元/月
花园伍座轩 || 91平米 || 4800元/月
泰达新天地 || 165平米 || 5500元/月
联盛大厦 || 56平米 || 2300元/月
蒙古路 || 34.12平米 || 2200元/月
滨海智谛山 || 90平米 || 2500元/月
双街新家园 || 98平米 || 2500元/月
新城小区 || 36.22平米 || 1400元/月
融创洞庭路壹号 || 97.72平米 || 4500元/月
瑞江花园梅苑 || 95.05平米 || 3500元/月
阳光壹佰西园 || 118.74平米 || 4500元/月
景兴西里 || 39.56平米 || 1600元/月
盈江里 || 50.12平米 || 2000元/月
银都大厦 || 180平米 || 9000元/月
银都大厦 || 180平米 || 9000元/月
远洋新干线 || 90.87平米 || 2300元/月
旭辉澜郡 || 90平米 || 1500元/月
综合楼 || 33.28平米 || 1900元/月
日照里 || 31平米 || 2000元/月
桃花园南里 || 18.5平米 || 900元/月
吉利花园 || 75平米 || 4500元/月
富力津门湖景尚嘉郡 || 88平米 || 3800元/月
京燕大厦 || 73.18平米 || 3800元/月
天津雅颂居 || 187.08平米 || 13000元/月
瑞海大厦 || 44平米 || 2200元/月
港建里 || 55平米 || 2000元/月
琴海公寓 || 134.04平米 || 6000元/月
华夏津典畅水园 || 112.12平米 || 4300元/月
昆璞里 || 27.99平米 || 1600元/月
仰止坊 || 26.4平米 || 1200元/月
昆仑中心 || 80.96平米 || 4500元/月
引河南里 || 83平米 || 1700元/月
康达尚郡 || 142.2平米 || 5200元/月
星品大厦 || 56平米 || 3500元/月
广厦南里西区 || 85.07平米 || 1300元/月
嘉畅园 || 76.28平米 || 2300元/月
翠庭园 || 144平米 || 5000元/月
宫前园 || 135.21平米 || 5000元/月
芳水河畔家园 || 82.97平米 || 2200元/月
天津雅颂居 || 181.61平米 || 14000元/月
临渭佳园 || 54平米 || 2300元/月
奥城公寓 || 63平米 || 3250元/月
奥城公寓 || 63平米 || 3250元/月
阳光星期八昕旺南苑 || 94平米 || 3600元/月
旭辉澜郡 || 82平米 || 1000元/月
泰达时代 || 118平米 || 4200元/月
紫桂苑 || 168平米 || 7500元/月
朝园里 || 67平米 || 3200元/月
育文里 || 35平米 || 1600元/月
裕德里 || 32.18平米 || 2000元/月
仁恒滨河湾 || 100平米 || 1550元/月
保山北里 || 45平米 || 2000元/月
芳园里(河北区) || 46.2平米 || 1650元/月
川南里 || 39平米 || 1600元/月
中海御湖翰苑 || 118平米 || 5500元/月
西园南里 || 43平米 || 1700元/月
揽城苑 || 79.82平米 || 2200元/月
团结东里 || 54.75平米 || 2300元/月
诚基经贸中心 || 67.94平米 || 2300元/月
阳光星期八昕旺北苑 || 99.58平米 || 2800元/月
惠康家园 || 79平米 || 3200元/月
万科紫台 || 90平米 || 3300元/月
凯盛家园 || 50.56平米 || 2100元/月
欣苑公寓 || 150平米 || 5300元/月
寿康里 || 27平米 || 1600元/月
前进新里 || 60平米 || 1800元/月
友谊东里 || 37.27平米 || 1800元/月
九州国际 || 97平米 || 4500元/月
明珠湾 || 141.52平米 || 4700元/月
春风里(塘沽区) || 90平米 || 2300元/月
万平里 || 61.58平米 || 2000元/月
晶品轩 || 91.5平米 || 4200元/月
华安北里 || 38.17平米 || 1700元/月
旭日里 || 45平米 || 1000元/月
华昌大厦 || 173平米 || 7000元/月
电修楼 || 57平米 || 1750元/月
利德公寓 || 60平米 || 2200元/月
渤海创智大厦 || 45平米 || 2500元/月
泰来南里 || 39平米 || 1200元/月
雅仕兰庭 || 96平米 || 3700元/月
义兴里 || 40.69平米 || 1800元/月
白堤东里 || 56.18平米 || 2000元/月
园丁公寓 || 57平米 || 1500元/月
福苑居 || 75平米 || 1800元/月
盈月公寓 || 77平米 || 3000元/月
宁乐里 || 63.49平米 || 3300元/月
中宜里 || 23.12平米 || 1400元/月
爱国北里 || 34平米 || 1500元/月
中豪世纪花园 || 49.78平米 || 3400元/月
晋丰大厦 || 40平米 || 2900元/月
金侨新梅江壹号 || 85.82平米 || 3300元/月
盈江东里 || 39.67平米 || 1600元/月
雅境新枫尚 || 58平米 || 2600元/月
佳音里 || 87平米 || 3800元/月
六维极景 || 50平米 || 2500元/月
庆荣里 || 36.84平米 || 1900元/月
阳光壹佰西园 || 195.94平米 || 4500元/月
正荣润璟湾 || 93.5平米 || 2500元/月
万东路118号 || 83平米 || 1900元/月
时代奥城 || 113平米 || 6500元/月
平山里 || 37.41平米 || 2000元/月
生辉里 || 40平米 || 1900元/月
立达公寓 || 192.18平米 || 6200元/月
明珠湾 || 131平米 || 6500元/月
凤翔里 || 25.62平米 || 1600元/月
昆仑中心 || 110平米 || 6000元/月
银珠公寓 || 190平米 || 5000元/月
阳光新干线 || 191.54平米 || 7000元/月
中海金湖湾 || 86平米 || 2200元/月
滨愉花园 || 99平米 || 1600元/月
心贻湾 || 98平米 || 3200元/月
朗钜维尔蓝堤花园 || 94.6平米 || 1800元/月
香槟左岸天澜园 || 123.19平米 || 4200元/月
永安大厦 || 95.53平米 || 4800元/月
时代奥城 || 110平米 || 8000元/月
万科四季花城 || 90平米 || 2000元/月
天津东方环球影城 || 76平米 || 1300元/月
天津东方环球影城 || 76平米 || 1300元/月
环球金融中心津塔公寓 || 128平米 || 8500元/月
万绿花园 || 60平米 || 2500元/月
罗兰花园 || 208.21平米 || 7500元/月
奥林匹克村 || 221平米 || 11000元/月
马场道 || 67平米 || 2000元/月
熙汇广场 || 57.96平米 || 2600元/月
京津一品 || 110平米 || 3600元/月
新德里 || 55平米 || 2500元/月
碧桂园滨海城 || 97平米 || 2500元/月
鸿坤原乡半岛 || 139平米 || 1000元/月
真理园 || 91.19平米 || 2300元/月
联发第五街 || 82平米 || 3200元/月
华亭丽园 || 89.89平米 || 2100元/月
太阳城橙翠园 || 89平米 || 6500元/月
悦海园 || 92平米 || 2700元/月
程林东里 || 61.2平米 || 1800元/月
银都大厦 || 473平米 || 17500元/月
凤麟里 || 53平米 || 1600元/月
吉利花园 || 118平米 || 8333元/月
奥林匹克花园橄榄苑 || 49.75平米 || 2000元/月
福方里 || 39.15平米 || 2400元/月
尚佳新苑公寓 || 55.39平米 || 3600元/月
上江花园 || 84平米 || 2000元/月
远洋里 || 53.25平米 || 1500元/月
南丰里 || 23.01平米 || 950元/月
盈江东里 || 38平米 || 1900元/月
万科水晶城聆梦园 || 60平米 || 2500元/月
莹华里 || 55平米 || 2500元/月
昆裕里 || 38.53平米 || 2100元/月
成都道 || 40平米 || 2700元/月
星河香堤园 || 126平米 || 3500元/月
国风星苑 || 74平米 || 2600元/月
仁恒河滨花园 || 153.21平米 || 9000元/月
佳音里 || 85平米 || 4200元/月
常州里 || 33平米 || 1500元/月
北宁湾-宁宇家园 || 50平米 || 2100元/月
九州国际 || 114.17平米 || 5800元/月
东景大厦 || 125平米 || 4600元/月
融创中央学府 || 110.4平米 || 2200元/月
悦海园 || 145平米 || 3800元/月
清大园 || 110平米 || 2500元/月
龙顺御墅 || 240平米 || 3500元/月
碧龙园 || 13平米 || 350元/月
谊景村 || 42.62平米 || 1500元/月
晨星园 || 110平米 || 3300元/月
明溪里 || 78平米 || 1800元/月
天桂里 || 74平米 || 2000元/月
森淼公寓 || 482.18平米 || 17000元/月
大地十二城翠杉园 || 99.09平米 || 1700元/月
临营东里 || 42.63平米 || 1000元/月
中国塘 || 126平米 || 4800元/月
诚基经贸中心 || 66.95平米 || 3800元/月
重华南里 || 34.84平米 || 1600元/月
龙禧园 || 81平米 || 2200元/月
碧龙园 || 85.17平米 || 1500元/月
仁爱濠景庄园河景园 || 260平米 || 15000元/月
香年广场 || 158.49平米 || 8000元/月
华纳豪园1期 || 305平米 || 13500元/月
富力津门湖观鹭花园 || 161平米 || 7000元/月
新民里 || 102平米 || 2500元/月
华润橡树湾 || 76.01平米 || 1800元/月
泰悦豪庭 || 165.03平米 || 9200元/月
晨星园 || 47.03平米 || 2200元/月
山西路 || 53.23平米 || 2500元/月
耀远里 || 27.1平米 || 2600元/月
北斗花园 || 180平米 || 6000元/月
诚基经贸中心 || 68平米 || 4300元/月
安太里 || 58.03平米 || 1500元/月
睿品大厦 || 60平米 || 2380元/月
俊城橡树原 || 188平米 || 9800元/月
华夏津典涟水园 || 161.77平米 || 5300元/月
富力津门湖观鹭花园 || 239.98平米 || 8000元/月
美坪园 || 106平米 || 3200元/月
吉宁里 || 46平米 || 1200元/月
城建里 || 25平米 || 1300元/月
龙顺御墅 || 184.91平米 || 5000元/月
河沿里 || 35.9平米 || 2600元/月
仁恒海河广场 || 169平米 || 13000元/月
半岛豪庭天潇园 || 225.93平米 || 8000元/月
天房美棠 || 139.32平米 || 5200元/月
保利罗兰公馆 || 106平米 || 1500元/月
保利罗兰公馆 || 164平米 || 4000元/月
保盈里 || 53.15平米 || 1700元/月
港建里 || 45平米 || 2000元/月
西园西里 || 35平米 || 1500元/月
罗兰花园 || 228.8平米 || 12000元/月
雅居花园 || 400平米 || 20000元/月
睿品大厦 || 46.03平米 || 2800元/月
中央公馆 || 50平米 || 3000元/月
懿德园 || 100.6平米 || 2800元/月
太阳城绿萱园 || 145.18平米 || 4500元/月
新欣里 || 66平米 || 2900元/月
长达公寓 || 99.32平米 || 2500元/月
乐昌里 || 32平米 || 1900元/月
中海御湖翰苑 || 48.07平米 || 2500元/月
联东U谷总部大观青年公社 || 538平米 || 5000元/月
天津雅颂居 || 132平米 || 9000元/月
天津全运村 || 144平米 || 4700元/月
祥泰公寓 || 83.24平米 || 2000元/月
新城小区 || 35.33平米 || 1500元/月
富力津门湖 || 201.57平米 || 20000元/月
福苑小区 || 120平米 || 1300元/月
联东U谷总部大观青年公社 || 60.94平米 || 1600元/月
富力津门湖观鹭花园 || 136平米 || 5000元/月
尚都家园 || 221.52平米 || 8500元/月
江川北里 || 86.94平米 || 3000元/月
宁乐里 || 60平米 || 2800元/月
泰安道 || 43.81平米 || 2300元/月
天房意墅 || 200平米 || 3000元/月
復康路十一號 || 178平米 || 10000元/月
华亭国际 || 98平米 || 2300元/月
鹤望里 || 42平米 || 3200元/月
永进楼 || 32.92平米 || 1300元/月
天房崇德园 || 103.4平米 || 4000元/月
五环花园 || 80.49平米 || 2600元/月
紫芥园 || 97.29平米 || 3600元/月
瑞江花园梅苑 || 143.4平米 || 6800元/月
新跃里 || 32.09平米 || 1200元/月
元兴新里 || 37.43平米 || 1600元/月
奥城公寓 || 39.89平米 || 2000元/月
